Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Boucinhas Filho, Jorge Cavalcanti",Discriminação por sobrequalificação,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-30092009-095057/?&lang=pt-br
"Braz, Vanessa Rodrigues Peres",A antinomia nos casos de acidentes do trabalho - seguridade social x responsabilidade...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-19022021-140159/?&lang=pt-br
"Bulgueroni, Renata Orsi",Negociação coletiva e fontes do direito do trabalho: propostas para a prevalência...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-28112016-165416/?&lang=pt-br
"Bulgueroni, Renata Orsi",Trabalho autônomo dependente: experiências italiana e espanhola e a realidade br...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-18052012-135740/?&lang=pt-br
"Burmann, Marcia Sanz",A concretização da privacidade do empregado no ambiente de trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-03092012-144208/?&lang=pt-br
"Bussab, Gabriela Paiva",Ações afirmativas de gênero sob a perspectiva do Direito do Trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-09052021-232422/?&lang=pt-br
"Cabral, Angelo Antonio",Sociedade do risco e direito ambiental do trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-10122014-163228/?&lang=pt-br
"Cabreira, Lucas Ferreira",Controle operário e forma jurídica: estudo sobre a luta pela estatização sob controle...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-18122020-130334/?&lang=pt-br
"Calciolari, Ricardo Pires",O orçamento da seguridade social e a efetividade dos direitos sociais,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-11112011-115426/?&lang=pt-br
"Callegari, José Carlos",Uma releitura da subordinação,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-22112012-091434/?&lang=pt-br
"Campos, Fernando Marques de",Os direitos sociais e sua função no capitalismo,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-15062011-151142/?&lang=pt-br
"Carboni, Mario Augusto",Recuperação dos créditos do Fundo de Garantia do Tempo de Serviço - FGTS: revisão...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-03092012-091434/?&lang=pt-br
"Cardoso, Maria Eduarda Corteletti Pereira",Corrupção e seus impactos nas relações de trabalho: novas perspectivas,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-06052021-012042/?&lang=pt-br
"Carpegiani, Marilia Nascimento Minicucci",O trabalho análogo ao de escravo e o dumping social na industria da moda: uma análise...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-05092016-112725/?&lang=pt-br
"Carvalho Filho, Renato Sabino",Bases para uma teoria da estipulação de salário,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-19022021-181658/?&lang=pt-br
"Carvalho, Fabio Gonzaga de",A boa-fé como critério definidor da extensão de direitos trabalhistas aos empregados...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-05022014-113521/?&lang=pt-br
"Castro, Ítalo Menezes de",Contraditório e efetividade: análise da vedação à decisão-surpresa no processo civil...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-30072020-141610/?&lang=pt-br
"Castro, Oberdan de",A responsabilidade do tomador como mecanismo de proteção social do trabalhador na...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-30072020-143139/?&lang=pt-br
"Castro, Thiago Mendonça de",A responsabilidade trabalhista da administração pública: propostas de parametrização...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-14102016-153250/?&lang=pt-br
"Cavalcante, Jouberto de Quadros Pessoa",A proteção jurídica do emprego frente às inovações tecnológicas: uma proposta si...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-19022021-173219/?&lang=pt-br
"Cerqueira, Vinicius da Silva",Assédio moral organizacional nos bancos,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-12042013-163333/?&lang=pt-br
"Cesarini, Juliana Ramalho Lousas",Responsabilidades nas relações pré-contratuais de trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-20012015-103559/?&lang=pt-br
"Cezar, Katia Regina",As pessoas com deficiência intelectual e o direito à inclusão no trabalho - a efetividade...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-01082011-090820/?&lang=pt-br
"Cezario, Priscila Freire da Silva",Saúde e segurança do teletrabalhador,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-30072020-150107/?&lang=pt-br
"Chen, Daniel",Regime jurídico brasileiro da duração do trabalho na relação de emprego,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-29042009-085354/?&lang=pt-br
"Corregliano, Danilo Uler",A captura da greve e suas fugas,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-06112020-164117/?&lang=pt-br
"Costa, Aline Moreira da",Direitos humanos e previdência social brasileira à luz do princípio da proibição...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-28072014-134327/?&lang=pt-br
"Costa, Carolina Popoff Ferreira da",Fundo de garantia das execuções trabalhistas,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-25042013-163051/?&lang=pt-br
"Costa, Mariana Benevides da",Terceirização e meio ambiente do trabalho: um olhar sob a perspectiva da poluição...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-17072020-010424/?&lang=pt-br
"Costa, Mauricio Evandro Campos",Sistema permanente de negociação na Administração Pública: experiências brasilei...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-03072020-164955/?&lang=pt-br
"Cruz, Renato Negretti",Confiança e solidariedade: a função sistêmica do direito e dos meios de comunicação...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-18052012-134716/?&lang=pt-br
"Cunha, Rodrigo Giostri da",O processo do trabalho como instrumento de efetivação dos direitos sociais trabalhistas:...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-15032012-104521/?&lang=pt-br
"Cunha, Tadeu Henrique Lopes da",A efetivação dos direitos sociais por meio da atuação preventiva: a exigência de...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-12022014-160504/?&lang=pt-br
"Custodio, Fernando Henrique Corrêa",Uma nova análise sobre os benefícios por incapacidade: ênfase na sua efetividade...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-04082016-113314/?&lang=pt-br
"Dias, Carlos Eduardo Oliveira",A efetivação jurisdicional da liberdade sindical: os critérios de legitimação sindical...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-08122014-160300/?&lang=pt-br
"Domingues, Gustavo Magalhães de Paula Gonçalves",Proteção da relação de emprego contra despedimento discriminatório da pessoa portadora...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-30042013-152451/?&lang=pt-br
"Dóro Junior, Nivaldo",A competência penal da Justiça do Trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-18112009-101010/?&lang=pt-br
"Dubugras, Regina Maria Vasconcelos",As medidas de ação afirmativa nas relações de trabalho: por um sistema de metas,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-05122016-141651/?&lang=pt-br
"D'Amico, Angelica Jacob",Aspectos gerais da terceirização trabalhista brasileira,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-12022021-160942/?&lang=pt-br
"Ebert, Paulo Roberto Lemgruber",O conteúdo deontológico da liberdade sindical e a proteção contra os atos antissindicais...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-22022017-142313/?&lang=pt-br
"Fernandes, Claudia Al-Alam Elias",O crédito trabalhista e os limites que o direito do trabalho impõe ao plano de recuperação...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-16042012-162719/?&lang=pt-br
"Fernandes, Marcos D'Avila Melo","Organização sindical brasileira após a constituição federal de 1988 : unicidade,...",Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-22102020-174938/?&lang=pt-br
"Fernandes, Reinaldo de Francisco",Relações de emprego e (in)disponibilidade dos direitos: proposta de modulação da...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-06032015-153707/?&lang=pt-br
"Fernandes, Reinaldo de Francisco",A legitimação para as demandas coletivas no processo do trabalho: a legitimação sindical...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-08092011-092713/?&lang=pt-br
"Fernandes, Sabrina Bowen Farhat",Da passagem do trabalho escravo ao trabalho assalariado no Brasil à luz da teoria...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-11122015-094128/?&lang=pt-br
"Ferreira, Cristiane Aneolito",Termo de ajuste de conduta celebrado perante o Ministério Público do Trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-24042012-113140/?&lang=pt-br
"Ferreira, Farley Roberto Rodrigues de Carvalho",A incapacidade temporária por doença no contrato de trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-07122015-164830/?&lang=pt-br
"Ferreira, Maria Cecília Máximo Teodoro",Crise do Estado social e o papel do juiz na efetivação de direitos trabalhistas,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-21062011-154129/?&lang=pt-br
"Ferreira, Patricia Alves",Direito fundamental à saúde: a questão de sua exigibilidade,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-16052016-165546/?&lang=pt-br
"Fioravante, Tamira Maira",Desafios e possibilidades de realização da concentração social no Brasil à luz das...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-10092012-164233/?&lang=pt-br
"Fonseca, Maira Silva Marques da",Elementos da teoria crítica do direito do trabalho : reflexões sobre os tempos de...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-15032021-231733/?&lang=pt-br
"Fonseca, Verônica Cavalcante da",O direito de greve dos servidores públicos como direito humano fundamental,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-18112011-153626/?&lang=pt-br
"Forganes, Emmerson Ornelas",Negociação coletiva no âmbito da empresa : acordo coletivo com propósito específ...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-04122020-023951/?&lang=pt-br
"França, Giselle de Amaro e",O processo judicial decisório e as políticas públicas de saúde a partir da teoria...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-24112015-084421/?&lang=pt-br
"França, Giselle de Amaro e",O Poder Judiciário e as políticas públicas previdenciárias,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-13122010-163247/?&lang=pt-br
"Franco Neto, Georgenor de Sousa",A hipersuficiência e o dilema da proteção : a evolução do direito do trabalho e as...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-30032021-141732/?&lang=pt-br
"Freitas, Marco Antonio de",Concausas nas doenças do trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-03052021-032735/?&lang=pt-br
"Freitas, Marilu",Terceirização do trabalho: análise à luz da hermenêutica constitucional do princípio...,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-08092020-020050/?&lang=pt-br
"Garcia, Ana Júlia Silva Pereira",A desconsideração da personalidade jurídica e a figura do procurador na execução...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-14052015-142440/?&lang=pt-br
"Garcia, Fernando Antônio de Carvalho Borges",Atos processuais eletrônicos no processo do trabalho,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-24112015-092149/?&lang=pt-br
"Garcia, Welington Castilho",Análise crítica da organização sindical brasileira à luz dos princípios de liberdade...,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-22052015-105329/?&lang=pt-br
"Genofre, Gisele Accarino Martins",A inclusão social e laboral da pessoa deficiente,Direito do Trabalho e da Seguridade Social,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2138/tde-25102016-141545/?&lang=pt-br
"Gnata, Noa Piatã Bassfeld",Crítica da privatização da previdência social brasileira,Direito do Trabalho e da Seguridade Social,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2138/tde-06112020-163237/?&lang=pt-br
